batch_amount,liq_amount,rpm,impellerDiameter,solidDensity,Initial_Porosity,Granule_density,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Coarse
1400,700,200,0.75,300,0.3,441.841908,0.943227523,0.979697617,0.999455234,0.99999921,1,1,1,1
1400,700,200,0.75,300,0.4,441.841908,0.942953033,0.97961757,0.99945445,0.999999212,1,1,1,1
1400,700,200,0.75,300,0.5,441.8419081,0.942715164,0.979548628,0.999453788,0.999999213,1,1,1,1
1400,700,200,0.125,300,0.3,441.7031284,0.998198611,0.998496386,0.998766715,0.999009375,0.999009375,0.999867321,0.999867321,1
1400,700,200,0.125,300,0.4,441.7032992,0.998237043,0.998511712,0.998758321,0.998993178,0.998993178,0.999868884,0.999868884,1
1400,700,200,0.125,300,0.5,441.7035029,0.9982687,0.998522254,0.998747613,0.998978147,0.998978147,0.999870635,0.999870635,1
1400,700,200,0.175,300,0.3,441.7504096,0.996002475,0.99687084,0.997836378,0.998793142,0.998793142,0.999976898,0.999999989,1
1400,700,200,0.175,300,0.4,441.7503482,0.996003688,0.996878545,0.997833119,0.998784587,0.998784587,0.99997685,0.999999989,1
1400,700,200,0.175,300,0.5,441.7502825,0.996013566,0.996891156,0.997831007,0.998776597,0.998776597,0.999976818,0.999999989,1
1400,700,200,0.25,300,0.3,441.7861956,0.990174534,0.992941004,0.99560346,0.999435891,0.999998249,0.999998249,1,1
1400,700,200,0.25,300,0.4,441.7861965,0.990121505,0.992903975,0.99558115,0.999434044,0.999998248,0.999998248,1,1
1400,700,200,0.25,300,0.5,441.7861972,0.99007501,0.992871981,0.995561855,0.999432461,0.999998247,0.999998247,1,1
1400,700,306,0.75,200,0.1,362.0831539,0.901018452,0.991367617,0.999949792,0.999999982,1,1,1,1
1400,700,306,0.75,200,0.2,362.0831536,0.900997295,0.991363208,0.999949751,0.999999982,1,1,1,1
1400,700,306,0.75,200,0.3,362.0831531,0.900968966,0.991357303,0.999949695,0.999999982,1,1,1,1
1400,700,306,0.75,200,0.4,362.0831525,0.900934111,0.991350035,0.999949627,0.999999982,1,1,1,1
1400,700,306,0.75,200,0.5,362.0831518,0.900892594,0.991341374,0.999949546,0.999999982,1,1,1,1
1400,700,400,0.75,200,0.1,362.0945307,0.911083477,0.996295506,0.999989189,0.999999998,1,1,1,1
1400,700,400,0.75,200,0.2,362.0945305,0.911041532,0.996292724,0.999989177,0.999999998,1,1,1,1
1400,700,400,0.75,200,0.3,362.0945302,0.910978979,0.996288576,0.99998916,0.999999998,1,1,1,1
1400,700,400,0.75,200,0.4,362.0945299,0.91089353,0.99628291,0.999989135,0.999999998,1,1,1,1
1400,700,400,0.75,200,0.5,362.0945294,0.910781449,0.996275481,0.999989104,0.999999998,1,1,1,1
1400,700,500,0.75,200,0.1,362.1012444,0.931169668,0.998332305,0.999997105,1,1,1,1,1
1400,700,500,0.75,200,0.2,362.1018707,0.931160073,0.998329891,0.999997096,1,1,1,1,1
1400,700,500,0.75,200,0.3,362.1000086,0.93110229,0.998326036,0.999997085,1,1,1,1,1
1400,700,500,0.75,200,0.4,362.1036943,0.930957198,0.998319143,0.999997066,1,1,1,1,1
1400,700,500,0.75,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,700,500,0.125,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,700,500,0.175,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,700,500,0.25,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,700,600,0.75,200,0.1,362.1081327,0.947800178,0.999143167,0.999998974,1,1,1,1,1
